Iryd;Ir;77;#efc49b;192,22;Iryd to pierwiastek chemiczny, metal przejściowy. Nazwa pochodzi od łacińskiego słowa iris oznaczającego tęczę. Odkryty w 1803 r. przez Smithsona Tennanta. Najważniejszym minerałem irydu jest osmiryd – naturalny stop osmu i irydu. Drugim minerałem irydu jest platynoiryd – stop platyny i irydu. Większe ilości irydu – nawet ok. 0,5 ppm – znaleziono w osadach skalnych pochodzących z pogranicza kredy i trzeciorzędu – m.in. w osadach skalnych krateru Chicxulub położonego na półwyspie Jukatan w Meksyku, a także w wielu miejscach w Europie – w Danii, Hiszpanii czy we Włoszech.
Platyna;Pt;78;#efc49b;195,08;Platyna to pierwiastek chemiczny z grupy metali przejściowych w układzie okresowym, metal szlachetny. Nazwa tego metalu, odkrytego dopiero w 1735 roku w Kolumbii (pomijając różne dawniejsze niezbyt pewne wzmianki), jest zdrobnieniem hiszpańskiego słowa plata (srebro), nazwą platina (sreberko) starano się podkreślić małą użyteczność nowo odkrytego metalu. Pogardliwej nazwy „platina” użył jako pierwszy Antonio de Ulloa w przygodowej opowieści (1736).
Złoto;Au;79;#efc49b;196,97;Złoto to pierwiastek chemiczny o liczbie atomowej 79. Złoto jest ciężkim, miękkim i błyszczącym metalem, najbardziej kowalnym i ciągliwym spośród wszystkich znanych metali. Czyste złoto ma jasnożółty kolor i wyraźny połysk, nie utlenia się w wodzie czy powietrzu. Chemicznie złoto należy do metali przejściowych i pierwiastków grupy 11. Z wyjątkiem helowców (tzw. gazów szlachetnych) złoto jest najmniej reaktywnym pierwiastkiem. Złoto długo przed okresem spisanej historii było drogocennym i poszukiwanym metalem szlachetnym używanym w biciu monet, jubilerstwie, sztuce i zdobieniach.
Rtęć;Hg;80;#efc49b;200,59;Rtęć to pierwiastek chemiczny z grupy metali przejściowych. Uznana za pierwiastek przez Lavoisiera. Rtęć jest jedynym metalem występującym w warunkach normalnych w stanie ciekłym.
Tal;Tl;81;#eff4f6;204,38;Tal to pierwiastek chemiczny, metal występujący w bloku p układu okresowego. Nazwa pochodzi od greckiego słowa thallos, oznaczającego zieloną gałązkę. Jest miękkim, srebrzystym metalem, podobnym z wyglądu do ołowiu, jego powierzchnia szybko matowieje na powietrzu na skutek utleniania. Tal reaguje z rozcieńczonymi mocnymi kwasami nieorganicznymi (z wyjątkiem kwasu solnego), wypierając z nich wodór.
Ołów;Pb;82;#eff4f6;207,2;Ołów to pierwiastek chemiczny o liczbie atomowej 82. Należy do metali ciężkich, jest gęstszy od większości popularnych materiałów. Miękki i kowalny, ma też względnie niską temperaturę topnienia. Świeżo cięty jest białawo-niebieski, na powietrzu matowieje do matowej szarości. Ma najwyższą liczbę atomową ze wszystkich stabilnych pierwiastków, kończy trzy szeregi rozpadu cięższych pierwiastków promieniotwórczych.
Bizmut;Bi;83;#eff4f6;208,98;Bizmut to pierwiastek chemiczny, metal bloku p układu okresowego. Nazwa pochodzi od zlatynizowanego niemieckiego słowa Wismut, pochodzącego od określenia weisse Masse, ‘biała masa’.
Polon;Po;84;#eff4f6;209;Polon to pierwiastek chemiczny o liczbie atomowej 84, radioaktywny metal. W układzie okresowym leży w bloku p (grupa 16, okres 6). Polon bywa błędnie klasyfikowany jako półmetal, mimo że wykazuje typowe właściwości metalu. Pierwiastek ten został odkryty w 1898 r. przez Marię Skłodowską-Curie i Pierre'a Curie – w tym samym roku co rad. Skłodowska nadała mu nazwę na cześć Polski (od łacińskiego słowa Polonia).
Astat;At;85;#ffec01;210;Astat to promieniotwórczy pierwiastek chemiczny z grupy fluorowców. Istnienie astatu zostało przewidziane przez Mendelejewa, który nazwał pierwiastek „eka-jodem”. Ponieważ układ okresowy pierwiastków był znany od dawna, uczeni starali się zapełnić lukę w grupie 17, poszukując fluorowca następującego po jodzie. Pierwiastek po raz pierwszy otrzymali Dale Corson, Kenneth MacKenzie i Emilio Segrè na Uniwersytecie Kalifornijskim w Berkeley w 1940 roku.
Radon;Rn;86;#2394dd;222;Radon to pierwiastek chemiczny z grupy gazów szlachetnych w układzie okresowym. Został odkryty w 1900 roku przez Friedricha Dorna. Początkowo był nazywany „emanacją” (symbol Em), proponowano dla niego także nazwę „niton” (Nt).
Frans;Fr;87;#924400;223; Frans to  pierwiastek chemiczny,Frans to radioaktywny metal alkaliczny. Ostatnie badania wykazują, że jego aktywność chemiczna jest mniejsza niż aktywność cezu i jest podobna do aktywności rubidu. Frans reaguje gwałtownie z wodą i kwasami (podobnie jak inne metale alkaliczne).
Rad;Ra;88;#ab6200;226; Rad to pierwiastek chemiczny.W formie czystej rad jest srebrzystym, lśniącym i miękkim metalem. Posiada silne własności promieniotwórcze. Jego własności chemiczne są zbliżone do baru. Reaguje stosunkowo powoli z  tlenem atmosferycznym, tworząc tlenek RaO i dość gwałtownie z wodą, tworząc wodorotlenek Ra(OH)2.
Aktyn;Ac;89;#cd675b;227; Aktyn to  nietrwały pierwiastek chemiczny.Nazwa pochodzi od greckiego słowa aktinos oznaczającego promień. Francuski chemik André-Louis Debierne wykrył aktyn w 1899 roku na podstawie stwierdzenia promieniowania (stąd nazwa) jonizującego i widzialnego (niebieskawego) oraz wydzielania energii termicznej w przesączach otrzymanych od Pierre’a i Marii Curie.
Tor;Th;90;#cd675b;232,04; Tor to pierwiastek chemiczny z grupy aktynowców w układzie okresowym.Tor jest pierwiastkiem promieniotwórczym i nie ma żadnego trwałego izotopu. Jego najtrwalszy i praktycznie jedyny izotop naturalny to 232. Th o czasie połowicznego rozpadu ok. 14 mld lat.
Protaktyn;Pa;91;#cd675b;231,04; Protaktyn to pierwiastek chemiczny. Jest jednorodnie rozprzestrzeniony w większości substancji naturalnych, w tym w wodzie, gdzie występuje w mniejszych stężeniach, rzędu 1 ppt, co odpowiada promieniotwórczości 0,1 pCi/g.
Uran;U;92;#cd675b;238,03; Uran to pierwiastek chemiczny z grupy aktynowców w układzie okresowym.Uran występuje na Ziemi naturalnie w postaci związków chemicznych, w skorupie ziemskiej w ilości 1,8 ppm, zajmując 51. miejsce wśród pierwiastków. Można znaleźć go w skałach (w granicie 2 – 10 mg/kg skały), glebie, wodzie (w oceanie 0,0033 ppm), roślinach, zwierzętach, a także w ciele ludzkim.
Neptun;Np;93;#cd675b;237; Neptun to pierwiastek chemiczny z grupy aktynowców o liczbie atomowej 93.W układzie okresowym pierwiastków opublikowanym w 1869 roku przez Dmitrija Mendelejewa brakowało grupy aktynowców. Najcięższym znanym pierwiastkiem był uran, umieszczony błędnie w VI grupie.
Pluton;Pu;94;#cd675b;244; Pluton to pierwiastek chemiczny z grupy aktynowców w układzie okresowym.Pluton to transuranowiec, radioaktywny metal, po raz pierwszy wytworzony i zbadany przez zespół kierowany przez amerykańskiego chemika Glenna T. Seaborga w 1941 roku.
Ameryk;Am;95;#cd675b;243; Ameryk to pierwiastek chemiczny z grupy aktynowców. Jest odpowiednikiem europu w szeregu lantanowców. Własnościami przypomina uran, neptun i pluton. Rozpuszczalny w kwasie solnym. Nierozpuszczalny w amoniaku.
Kiur;Cm;96;#cd675b;247; Kiur to pierwiastek chemiczny z grupy aktynowców w układzie okresowym.Kiur-244 jest dostępny w znaczących ilościach jako odpad z reaktorów jądrowych. Był brany pod uwagę jako źródło energii w radioizotopowych generatorach termoelektrycznych (RTG) w sondach kosmicznych.
Berkel;Bk;97;#cd675b;247; Berkel to sztuczny pierwiastek chemiczny, aktynowiec. Nazwa pochodzi od nazwy miasta Berkeley w Kalifornii, będącego siedzibą Uniwersytetu Kalifornijskiego oraz jednego z najważniejszych ośrodków badań jądrowych na świecie.
Kaliforn;Cf;98;#cd675b;251; Kaliforn to sztucznie wytworzony pierwiastek chemiczny z grupy aktynowców w układzie okresowym.Kaliforn-252 jest silnym emiterem neutronów (170·109 neutronów na minutę na gram), wykorzystywanym w brachyterapii, przy inicjacji pracy reaktorów jądrowych, do wykrywania złota i srebra.
Einstein;Es;99;#cd675b;252; Einstein to  pierwiastek chemiczny, aktynowiec.Dawniej również w pisowni ajnsztajn. Nazwa pochodzi od nazwiska fizyka Alberta Einsteina. Pierwiastek odkrył Albert Ghiorso w 1952 roku w pozostałościach po wybuchu termojądrowym na Oceanie Spokojnym.
Ferm;Fm;100;#cd675b;257; Ferm to syntetyczny pierwiastek chemiczny, aktynowiec.Ferm został odkryty w 1953 roku przez zespół amerykańskich naukowców z ANL, LRL i LASL, pod przewodnictwem Seaborga. Pierwiastek wyodrębniono z próbek koralowca z atolu Eniwetok, na Oceanie Spokojnym, gdzie w 1952 dokonano wybuchu termojądrowym.
Mendelew;Md;101;#cd675b;258; Mandelew to pierwiastek chemiczny z grupy aktynowców w układzie okresowym.Nazwa pochodzi od nazwiska chemika Dmitrija Mendelejewa. Czasami w literaturze jest stosowany błędny symbol Mv.
Nobel;No;102;#cd675b;259; Nobel to pierwiastek chemiczny, aktynowiec.Nazwa pochodzi od nazwiska chemika Alfreda Nobla.
Lorens;Lr;103;#cd675b;262; Lorens to syntetyczny pierwiastek chemiczny.Pierwiastek ten został otrzymany przez Alberta Ghiorso, Torbjørna Sikkelanda, Almona Larsha i Roberta M. Latimera 14 lutego 1961 r. w Berkeley Radiation Laboratory, na Uniwersytecie Kalifornijskim w Berkeley.
Rutherford;RF;104;#efc49b;267;Rutherford to pierwiastek chemiczny z grupy metali przejściowych w układzie okresowym.W latach 70. XX w., po śmierci Kurczatowa, Rosjanie nazwali ten pierwiastek od jego nazwiska – kurczatow (Ku), zaś Amerykanie używali nazwy zaproponowanej przez Ghiorso od nazwiska Ernesta Rutherforda – rutherford.
Dubn;Db;105;#efc49b;268; Dubn to syntetyczny pierwiastek chemiczny o liczbie atomowej 105.Dubn nie występuje naturalnie na Ziemi, wytwarzany jest sztucznie. Radziecki Zjednoczony Instytut Badań Jądrowych ogłosił jego odkrycie w 1968.
Seaborg;Sg;106;#efc49b;269; Seaborg to pierwiastek chemiczny z grupy metali przejściowych w układzie okresowym.Pierwiastek ten nie występuje naturalnie; został sztucznie otrzymany równolegle przez dwa zespoły naukowe.
Bohr;Bh;107;#efc49b;270; Bohr to pierwiastek chemiczny, metal przejściowy z grupy manganowców.Został pierwszy raz wytworzony w 1976 roku przez Rosjan pod kierownictwem Jurija Oganiesiana w Zjednoczonym Instytucie Badań Jądrowych w Dubnej.
Has;Hs;108;#efc49b;269; Has to pierwiastek chemiczny, metal przejściowy.Pierwsze doniesienia o odkryciu pierwiastka 108 pochodzą z lat 60. XX w., kiedy to rosyjski naukowiec, Wiktor Czerdyncew, ogłosił jego odkrycie w minerale molibdenicie i nadał mu nazwę sergenium (pol. „sergen”), co nie zostało jednak uznane przez środowisko naukowe.
Meitner;Mt;109;#e1f0f0;277; Meitner to pierwiastek chemiczny z grupy metali przejściowych w układzie okresowym.Pierwiastek ten został otrzymany po raz pierwszy 29 sierpnia 1982 r. przez zespół naukowców z Instytutu Badań Ciężkich Jonów w Darmstadt, pracującego pod kierunkiem Petera Armbrustera i Gottfrieda Münzenberga.
Darmsztadt;Ds;110;#e1f0f0;281; Darnsztadt to pierwiastek chemiczny, przypuszczalnie z grupy metali przejściowych w układzie okresowym.Po raz pierwszy darmsztadt uzyskano w Instytucie Badań Ciężkich Jonów w Darmstadt 9 listopada 1994 roku w ilości zaledwie kilku atomów w wyniku fuzji izotopów ołowiu i niklu w akceleratorze ciężkich jonów.
Roentgen;Rg;111;#e1f0f0;282; Roentgen to pierwiastek chemiczny z grupy metali przejściowych o liczbie atomowej 111.Jest bardzo nietrwały i nie występuje naturalnie na Ziemi. Czas połowicznego rozpadu jego najstabilniejszego izotopu, 281Rg, wynosi 26 s.
Kopernik;Cn;112;#efc49b;285; Kopernik to pierwiastek chemiczny z grupy metali przejściowych w układzie okresowym.Nazwa pierwiastka została oficjalnie zatwierdzona przez IUPAC 19 lutego 2010 roku i pochodzi od nazwiska astronoma Mikołaja Kopernika.
Nihon;Nh;113;#e1f0f0;286; Nihon to syntetyczny pierwiastek chemiczny.1 lutego 2004 roku zespół złożony z rosyjskich naukowców ze Zjednoczonego Instytutu Badań Jądrowych w Dubnej oraz amerykańskich naukowców z Lawrence Livermore National Laboratory doniósł o wytworzeniu czterech atomów moskowu, które po rozpadzie utworzyły atomy nihonu.
Flerow;Fl;114;#e1f0f0;290; Flerow to pierwiastek chemiczny leżący w układzie okresowym w bloku p bezpośrednio pod ołowiem.Pierwiastek ten został otrzymany pod koniec 1998 r. w Zjednoczonym Instytucie Badań Jądrowych w Dubnej przy współpracy z naukowcami z Lawrence Livermore National Laboratory, w reakcji syntezy.
Moskow;Mc;115;#e1f0f0;290; Moskow to syntetyczny pierwiastek chemiczny. 1 lutego 2004 roku zespół złożony z naukowców Zjednoczonego Instytutu Badań Jądrowych w Dubnej i amerykańskich naukowców z Lawrence Livermore National Laboratory doniósł o wytworzeniu czterech atomów moskowu w wyniku bombardowania izotopu.
Liwermor;Lv;116;#e1f0f0;293; Liwermor to pierwiastek chemiczny. W 1999 badacze z Lawrence Berkeley National Laboratory ogłosili odkrycie pierwiastków 116 i 118 w publikacji w czasopiśmie Physical Review Letters.
Tenes;Ts;117;#e1f0f0;294; Tenes to syntetyczny pierwiastek chemiczny. W lipcu 2009 w Zjednoczonym Instytucie Badań Jądrowych w Rosji rozpoczęto eksperyment mający na celu uzyskanie pierwiastka 117 przez reakcję syntezy.
Oganeson;Og;118;#e1f0f0;294; Oganeson to pierwiastek chemiczny z grupy transaktynowców.Został otrzymany po raz pierwszy w 2002 w Zjednoczonym Instytucie Badań Jądrowych (JINR) w Dubnej przez zespół rosyjskich i amerykańskich naukowców.
